openness,conscientiousness,agreeableness,extraversion,neuroticism,descriptive,normative,ca1,ca2,ca3,ca4,ca5,ca6,ca7,ca8,ca_average,c/a,ao1,ao2,ao3,ao4,ao5,ao6,ao7,ao8,ao_average,a/o,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc_average,o/c,en1,en2,en3,en4,en5,en6,en7,en8,en_average,e/n,dn1,dn2,dn3,dn4,dn5,dn6,dn7,dn8,dn_average,d/n,age,extentfeminine,extentconservative,extenthumanities,extentcapitalism,gender,svo
975,780,645,591,209,415,385,78,75,31,30,18,0,79,29,43,1.209,71,13,79,82,77,77,22,74,62,0.662,29,68,33,23,21,85,34,27,40,1.25,17,50,0,14,20,10,22,76,26,2.828,24,32,61,62,28,77,20,81,48,1.08,17,4,61,68,70,1,24.184
952,717,731,362,438,340,460,50,32,13,100,62,40,21,50,46,0.981,25,25,75,94,0,100,31,87,55,0.768,6,73,25,29,32,71,12,37,36,1.328,38,63,69,88,23,44,89,24,55,0.826,50,100,50,76,50,50,34,50,58,0.74,17,38,14,29,50,1,34.875
764,680,856,562,238,383,417,28,78,41,67,90,42,40,100,61,0.794,88,26,0,20,19,95,32,50,41,1.12,17,61,92,14,90,82,1,9,46,1.124,10,79,35,13,90,9,2,0,30,2.361,59,93,54,1,15,50,56,89,52,0.92,16,2,68,86,50,1,31.126
951,626,823,407,393,560,340,63,27,0,74,76,96,60,57,57,0.761,50,74,50,25,45,89,11,86,54,0.865,46,98,4,0,23,79,0,29,35,1.519,53,75,90,75,3,26,59,12,49,1.036,10,74,26,17,23,45,42,24,33,1.65,18,0,0,100,0,1,45
930,620,850,439,361,156,644,19,0,100,59,100,62,26,100,58,0.729,28,0,100,62,100,100,0,26,52,0.914,0,74,0,0,3,88,100,21,36,1.5,76,0,74,25,86,0,100,0,45,1.216,88,0,73,95,88,100,100,100,81,0.24,17,100,26,100,25,0,37.482
923,653,824,522,278,472,328,50,25,100,50,74,50,50,100,62,0.792,50,74,100,50,50,26,25,100,59,0.893,26,50,0,100,26,25,75,50,44,1.413,75,50,26,26,75,0,26,0,35,1.878,26,100,50,0,0,51,26,75,41,1.44,16,50,0,75,50,0,34.875
794,591,1015,409,391,449,351,74,3,0,0,100,100,100,100,60,0.582,100,1,14,97,0,50,0,0,33,1.278,12,98,100,2,0,6,0,50,34,1.343,100,1,0,1,100,94,95,0,49,1.046,0,100,0,100,50,1,0,100,44,1.28,17,11,18,0,25,1,37.482
817,667,916,430,370,346,454,50,74,84,50,70,51,45,61,61,0.728,55,39,55,31,50,57,30,52,46,1.121,50,83,24,34,46,35,40,40,44,1.225,41,50,50,42,58,29,50,50,46,1.162,75,82,50,75,50,26,50,46,57,0.76,17,11,26,33,39,1,45
948,677,775,477,323,390,410,50,100,100,61,26,88,0,63,61,0.874,50,88,100,25,50,50,50,100,64,0.818,75,74,26,25,14,76,50,25,46,1.4,74,74,25,0,100,0,50,0,40,1.477,50,86,12,86,50,1,50,75,51,0.95,17,100,15,100,14,0,34.875
828,810,762,273,527,320,480,84,83,95,35,1,1,30,74,50,1.063,100,59,100,44,8,100,11,19,55,0.92,67,78,87,0,42,100,8,31,52,1.022,24,100,84,86,100,1,99,33,66,0.518,82,99,0,78,24,100,0,97,60,0.67,17,1,50,1,50,0,32.905
846,630,924,371,429,627,173,50,88,37,17,74,100,74,56,62,0.682,75,62,36,15,11,74,11,88,47,1.092,0,100,100,0,13,100,0,13,41,1.343,100,100,0,75,88,0,16,50,54,0.865,0,100,50,0,11,0,12,0,22,3.62,16,87,13,26,25,0,34.875
631,993,776,564,236,477,323,7,31,27,13,79,50,14,19,30,1.28,4,99,14,41,13,15,4,74,33,1.23,98,92,4,73,4,74,50,38,54,0.635,2,26,36,74,63,2,27,6,30,2.39,39,50,10,25,2,97,50,50,40,1.48,18,62,62,63,26,0,44.815
634,681,1085,527,273,542,258,51,53,8,89,70,67,82,100,65,0.628,26,14,25,0,50,66,0,54,29,1.711,40,100,25,55,11,100,24,46,50,0.931,10,88,4,28,82,16,22,23,34,1.93,63,41,48,27,26,16,18,19,32,2.1,18,0,50,16,100,1,61.39
720,516,1164,431,369,268,532,60,100,100,79,100,91,68,69,83,0.443,27,21,100,0,0,50,5,100,38,1.617,26,75,70,22,29,54,57,50,48,1.395,0,70,66,75,35,26,42,55,46,1.168,71,24,52,86,52,100,59,88,67,0.5,17,26,0,82,0,1,39.012
1069,400,931,253,547,287,513,80,81,100,99,100,70,41,93,83,0.43,84,80,69,67,76,82,18,57,67,0.871,20,90,21,75,0,34,16,8,33,2.673,91,91,86,61,84,28,100,6,68,0.463,71,100,50,17,74,96,85,20,64,0.56,17,87,10,93,80,0,37.482
1192,501,707,527,273,382,418,33,80,100,91,91,10,34,78,65,0.709,82,81,83,73,97,99,6,89,76,0.593,6,77,18,2,6,79,0,30,27,2.379,3,6,91,3,61,1,93,15,34,1.93,97,91,19,5,92,19,4,91,52,0.91,17,0,34,41,70,1,37.482
635,855,910,349,451,438,362,31,28,23,66,17,74,16,65,40,0.94,19,5,81,10,26,31,10,28,26,1.433,38,82,72,29,13,28,86,27,47,0.743,89,88,74,73,80,8,18,21,56,0.774,26,70,0,81,74,24,2,85,45,1.21,17,74,28,26,50,0,45.952
869,771,760,286,514,364,436,75,72,26,56,87,12,29,36,49,1.014,34,73,38,78,23,81,70,36,54,0.875,77,73,13,28,28,82,25,38,46,1.127,86,79,15,78,84,75,71,26,64,0.556,72,70,65,23,33,99,4,70,55,0.83,17,9,37,36,35,1,29.275
945,778,677,481,319,569,231,12,54,0,63,26,45,92,75,46,1.149,74,45,89,38,61,83,0,100,61,0.716,63,99,15,26,0,50,35,57,43,1.215,61,26,2,7,67,84,58,14,40,1.508,15,18,32,14,4,93,5,50,29,2.46,18,0,26,0,100,1,45.519
1153,694,553,407,393,445,355,22,13,24,20,66,24,18,69,32,1.255,58,67,95,94,5,81,24,79,63,0.48,8,88,7,0,6,18,5,18,19,1.661,85,42,72,6,23,63,96,6,49,1.036,61,10,58,32,18,82,26,68,44,1.25,20,34,7,50,61,1,21.361
784,631,985,554,246,336,464,25,50,100,61,100,66,50,100,69,0.641,27,1,74,26,75,64,0,100,46,1.256,25,62,99,0,12,98,75,12,48,1.242,0,50,0,50,26,1,84,35,31,2.252,85,82,50,99,20,26,2,100,58,0.72,17,100,37,12,86,0,34.875
889,643,868,473,327,436,364,50,64,0,60,96,52,36,74,54,0.741,9,34,88,32,25,74,37,65,46,0.976,35,50,13,28,0,56,60,33,34,1.383,12,89,50,48,51,16,26,35,41,1.446,35,36,50,52,31,50,50,60,46,1.2,17,50,0,75,26,1,30.014
899,669,832,400,400,452,348,43,64,88,74,74,62,21,39,58,0.804,50,26,82,83,12,64,28,88,54,0.925,31,78,58,20,37,66,19,25,42,1.344,50,24,73,63,73,29,82,6,50,1,26,73,20,26,39,28,40,96,44,1.3,17,82,14,50,26,0,34.875
983,748,669,521,279,517,283,37,6,89,31,19,7,5,37,29,1.118,14,26,100,9,22,91,0,100,45,0.681,34,92,18,1,0,0,26,8,22,1.314,31,40,95,0,18,5,90,0,35,1.867,44,24,50,0,40,14,12,99,35,1.83,18,92,5,74,25,0,37.014
755,606,1039,358,442,460,340,37,86,100,64,90,98,82,83,80,0.583,26,40,74,36,64,74,50,37,50,1.376,65,75,68,12,8,81,96,41,56,1.246,67,73,69,45,61,19,91,17,55,0.81,2,70,0,26,81,50,76,35,43,1.35,17,72,38,73,74,0,34.875
848,574,978,335,465,508,292,77,37,82,66,59,85,39,25,59,0.587,76,36,56,11,19,24,25,45,37,1.153,10,46,8,17,23,72,23,45,31,1.477,27,75,75,25,67,75,90,31,58,0.72,28,67,53,16,26,39,33,30,37,1.74,17,4,39,74,50,1,37.482
916,623,861,699,101,655,145,74,26,27,100,34,50,26,100,55,0.724,26,26,76,0,25,74,73,76,47,0.94,52,26,27,38,0,15,75,27,33,1.47,0,25,0,0,26,25,25,0,13,6.921,50,0,26,25,26,0,0,18,18,4.52,17,0,26,14,75,1,7.815
1027,767,606,423,377,337,463,50,27,75,50,25,50,14,100,49,1.266,74,74,62,100,100,74,26,75,73,0.59,0,100,74,13,0,38,87,46,45,1.339,100,25,0,26,100,26,74,26,47,1.122,25,100,50,25,86,11,91,75,58,0.73,17,15,0,100,50,1,37.482
833,805,762,585,215,552,248,22,17,95,68,16,15,20,74,41,1.056,16,71,86,23,15,81,40,33,46,0.915,69,80,9,23,59,18,24,50,42,1.035,2,7,10,18,84,15,74,5,27,2.721,12,50,28,75,26,40,0,17,31,2.23,17,0,71,73,81,1,7.815
1127,712,561,490,310,552,248,50,56,0,50,61,18,29,50,39,1.269,91,75,66,50,74,96,17,84,69,0.498,50,28,14,2,0,67,25,40,28,1.583,50,40,50,30,63,50,27,0,39,1.581,50,13,74,8,46,3,0,54,31,2.23,17,80,37,3,50,0,37.482
1063,622,715,513,287,519,281,76,31,0,76,76,37,63,90,56,0.87,79,50,84,57,76,58,70,60,67,0.673,16,50,17,25,15,76,62,10,34,1.709,50,25,36,40,24,25,62,25,36,1.787,75,25,24,5,24,50,61,17,35,1.85,17,10,25,63,50,1,37.482
1120,661,619,398,402,429,371,64,28,29,65,78,32,11,50,45,1.068,57,50,84,72,50,86,62,77,67,0.553,31,54,15,24,8,18,18,50,27,1.694,68,85,60,19,40,35,39,56,50,0.99,68,22,68,77,23,20,50,43,46,1.16,17,9,28,20,40,1,7.815
669,895,836,559,241,237,563,74,0,100,26,13,18,75,87,49,1.071,26,6,35,100,44,21,25,100,45,1.25,75,100,0,26,16,83,100,88,61,0.747,71,74,14,16,22,27,0,17,30,2.32,26,90,53,97,100,12,85,100,70,0.42,17,100,12,87,50,0,37.482
691,744,965,433,367,649,151,23,71,99,64,11,29,74,40,51,0.771,30,35,25,3,42,71,18,22,31,1.397,94,21,15,10,25,84,63,43,44,0.929,79,0,70,59,66,61,32,0,46,1.18,0,69,6,18,6,39,0,13,19,4.3,17,13,75,9,92,1,53.366
807,556,1037,514,286,298,502,50,27,100,100,100,92,34,50,69,0.536,0,12,74,69,12,100,11,38,40,1.285,14,100,75,13,50,5,50,2,39,1.451,0,69,74,11,32,0,89,11,36,1.797,100,100,50,0,50,2,100,100,63,0.59,16,86,10,100,0,0,27.508
687,876,837,477,323,495,305,40,27,25,52,70,27,76,11,41,1.047,26,26,37,96,0,26,57,23,36,1.218,4,85,65,30,59,100,25,36,51,0.784,26,88,28,32,74,0,0,75,40,1.477,16,11,62,68,20,14,86,28,38,1.62,17,16,33,69,62,1,45
764,779,857,406,394,597,203,25,45,75,75,74,20,25,82,53,0.909,50,60,41,36,14,50,63,50,46,1.122,49,50,16,75,25,69,66,50,50,0.981,100,63,26,50,25,32,62,36,49,1.03,16,26,50,40,14,26,0,31,25,2.94,17,0,87,19,100,1,14.913
946,556,898,361,439,511,289,56,38,58,75,87,63,44,84,63,0.619,63,49,32,65,35,73,22,68,51,0.949,49,56,13,28,26,31,15,43,33,1.701,78,50,41,40,37,62,74,57,55,0.822,32,61,50,0,75,43,13,15,36,1.77,18,16,43,32,61,1,7.815
